Code,Title,,Leave these 3 columns blank,,,Template,Template ID,Number of Answers,Maximum Score,Partial Scoring,Feedback,Grade Grade,Difficulty Level,Keywords,Options 1 asset,Options 1 answer,Options 2 asset,Options 2 answer,Options 3 asset,Options 3 answer,Options 4 asset,Options 4 answer,,,,,,
ek.n.ib.en.ad.AN.97,Double Digit Addition - With Carry (Add),Add 13 and 57,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",70,Yes,60,No,610,No,56,No,10,540,14,550,4,554
ek.n.ib.en.ad.AN.98,Double Digit Addition - With Carry (Add),Add 28 and 32,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",60,Yes,50,No,510,No,56,No,10,450,4,460,6,454
ek.n.ib.en.ad.AN.99,Double Digit Addition - With Carry (Add),Add 16 and 78,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",94,Yes,84,No,814,No,38,No,10,720,56,730,46,776
ek.n.ib.en.ad.AN.100,Double Digit Addition - With Carry (Add),Add 49 and 19,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",68,Yes,58,No,518,No,43,No,10,450,25,460,15,475
ek.n.ib.en.ad.AN.101,Double Digit Addition - With Carry (Add),Add 44 and 49,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",93,Yes,83,No,813,No,31,No,10,720,62,730,52,782
ek.n.ib.en.ad.AN.102,Double Digit Addition - With Carry (Add),Add 61 and 19,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",80,Yes,70,No,710,No,48,No,10,630,32,640,22,662
ek.n.ib.en.ad.AN.103,Double Digit Addition - With Carry (Add),Add 23 and 68,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",91,Yes,81,No,811,No,36,No,10,720,55,730,45,775
ek.n.ib.en.ad.AN.104,Double Digit Addition - With Carry (Add),Add 44 and 17,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",61,Yes,51,No,511,No,81,No,10,450,20,460,30,430
ek.n.ib.en.ad.AN.105,Double Digit Addition - With Carry (Add),Add 13 and 48,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",61,Yes,51,No,511,No,56,No,10,450,5,460,5,455
ek.n.ib.en.ad.AN.106,Double Digit Addition - With Carry (Add),Add 43 and 18,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",61,Yes,51,No,511,No,25,No,10,450,36,460,26,486
ek.n.ib.en.ad.AN.107,Double Digit Addition - With Carry (Add),Add 47 and 49,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",96,Yes,86,No,816,No,52,No,10,720,44,730,34,764
ek.n.ib.en.ad.AN.108,Double Digit Addition - With Carry (Add),Add 47 and 28,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",75,Yes,65,No,615,No,45,No,10,540,30,550,20,570
ek.n.ib.en.ad.AN.109,Double Digit Addition - With Carry (Add),Add 44 and 46,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",90,Yes,80,No,810,No,97,No,10,720,7,730,17,713
ek.n.ib.en.ad.AN.110,Double Digit Addition - With Carry (Add),Add 31 and 49,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",80,Yes,70,No,710,No,44,No,10,630,36,640,26,666
ek.n.ib.en.ad.AN.111,Double Digit Addition - With Carry (Add),Add 77 and 19,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",96,Yes,86,No,816,No,81,No,10,720,15,730,5,735
ek.n.ib.en.ad.AN.112,Double Digit Addition - With Carry (Add),Add 75 and 16,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",91,Yes,81,No,811,No,36,No,10,720,55,730,45,775
ek.n.ib.en.ad.AN.113,Double Digit Addition - With Carry (Add),Add 17 and 44,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",61,Yes,51,No,511,No,26,No,10,450,35,460,25,485
ek.n.ib.en.ad.AN.114,Double Digit Addition - With Carry (Add),Add 57 and 35,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",92,Yes,82,No,812,No,90,No,10,720,2,730,8,722
ek.n.ib.en.ad.AN.115,Double Digit Addition - With Carry (Add),Add 13 and 69,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",82,Yes,72,No,712,No,39,No,10,630,43,640,33,673
ek.n.ib.en.ad.AN.116,Double Digit Addition - With Carry (Add),Add 14 and 58,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",72,Yes,62,No,612,No,47,No,10,540,25,550,15,565
ek.n.ib.en.ad.AN.117,Double Digit Addition - With Carry (Add),Add 44 and 18,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",62,Yes,52,No,512,No,60,No,10,450,2,460,8,452
ek.n.ib.en.ad.AN.118,Double Digit Addition - With Carry (Add),Add 79 and 18,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",97,Yes,87,No,817,No,21,No,10,720,76,730,66,796
ek.n.ib.en.ad.AN.119,Double Digit Addition - With Carry (Add),Add 64 and 19,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",83,Yes,73,No,713,No,85,No,10,630,2,640,12,628
ek.n.ib.en.ad.AN.120,Double Digit Addition - With Carry (Add),Add 44 and 26,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",70,Yes,60,No,610,No,54,No,10,540,16,550,6,556
ek.n.ib.en.ad.AN.121,Double Digit Addition - With Carry (Add),Add 41 and 29,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",70,Yes,60,No,610,No,92,No,10,540,22,550,32,518
ek.n.ib.en.ad.AN.122,Double Digit Addition - With Carry (Add),Add 58 and 23,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",81,Yes,71,No,711,No,85,No,10,630,4,640,14,626
ek.n.ib.en.ad.AN.123a,Double Digit Addition - With Carry (Add),Add 32 and 19,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",51,Yes,41,No,411,No,74,No,10,360,23,370,33,337
ek.n.ib.en.ad.AN.124,Double Digit Addition - With Carry (Add),Add 36 and 36,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",72,Yes,62,No,612,No,59,No,10,540,13,550,3,553
ek.n.ib.en.ad.AN.125,Double Digit Addition - With Carry (Add),Add 63 and 28,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",91,Yes,81,No,811,No,19,No,10,720,72,730,62,792
ek.n.ib.en.ad.AN.126,Double Digit Addition - With Carry (Add),Add 15 and 76,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",91,Yes,81,No,811,No,37,No,10,720,54,730,44,774
ek.n.ib.en.ad.AN.127,Double Digit Addition - With Carry (Add),Add 76 and 16,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",92,Yes,82,No,812,No,46,No,10,720,46,730,36,766
ek.n.ib.en.ad.AN.128,Double Digit Addition - With Carry (Add),Add 76 and 19,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",95,Yes,85,No,815,No,90,No,10,720,5,730,5,725
ek.n.ib.en.ad.AN.129,Double Digit Addition - With Carry (Add),Add 54 and 27,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",81,Yes,71,No,711,No,79,No,10,630,2,640,8,632
ek.n.ib.en.ad.AN.130,Double Digit Addition - With Carry (Add),Add 63 and 17,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",80,Yes,70,No,710,No,91,No,10,630,11,640,21,619
ek.n.ib.en.ad.AN.131,Double Digit Addition - With Carry (Add),Add 25 and 39,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",64,Yes,54,No,514,No,92,No,10,450,28,460,38,422
ek.n.ib.en.ad.AN.132,Double Digit Addition - With Carry (Add),Add 48 and 15,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",63,Yes,53,No,513,No,66,No,10,450,3,460,13,447
ek.n.ib.en.ad.AN.133,Double Digit Addition - With Carry (Add),Add 43 and 48,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",91,Yes,81,No,811,No,36,No,10,720,55,730,45,775
ek.n.ib.en.ad.AN.134,Double Digit Addition - With Carry (Add),Add 73 and 19,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",92,Yes,82,No,812,No,98,No,10,720,6,730,16,714
ek.n.ib.en.ad.AN.135,Double Digit Addition - With Carry (Add),Add 23 and 39,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",62,Yes,52,No,512,No,12,No,10,450,50,460,40,500
ek.n.ib.en.ad.AN.136,Double Digit Addition - With Carry (Add),Add 36 and 17,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",53,Yes,43,No,413,No,32,No,10,360,21,370,11,381
ek.n.ib.en.ad.AN.137,Double Digit Addition - With Carry (Add),Add 75 and 19,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",94,Yes,84,No,814,No,42,No,10,720,52,730,42,772
ek.n.ib.en.ad.AN.138,Double Digit Addition - With Carry (Add),Add 48 and 43,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",91,Yes,81,No,811,No,13,No,10,720,78,730,68,798
ek.n.ib.en.ad.AN.139,Double Digit Addition - With Carry (Add),Add 37 and 48,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",85,Yes,75,No,715,No,22,No,10,630,63,640,53,693
ek.n.ib.en.ad.AN.140,Double Digit Addition - With Carry (Add),Add 66 and 16,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",82,Yes,72,No,712,No,84,No,10,630,2,640,12,628
ek.n.ib.en.ad.AN.141,Double Digit Addition - With Carry (Add),Add 52 and 29,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",81,Yes,71,No,711,No,36,No,10,630,45,640,35,675
ek.n.ib.en.ad.AN.142,Double Digit Addition - With Carry (Add),Add 36 and 39,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",75,Yes,65,No,615,No,98,No,10,540,23,550,33,517
ek.n.ib.en.ad.AN.143,Double Digit Addition - With Carry (Add),Add 32 and 18,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",50,Yes,40,No,410,No,46,No,10,360,4,370,6,364
ek.n.ib.en.ad.AN.144,Double Digit Addition - With Carry (Add),Add 54 and 39,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",93,Yes,83,No,813,No,74,No,10,720,19,730,9,739
ek.n.ib.en.ad.AN.145,Double Digit Addition - With Carry (Add),Add 33 and 19,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",52,Yes,42,No,412,No,33,No,10,360,19,370,9,379
ek.n.ib.en.ad.AN.146,Double Digit Addition - With Carry (Add),Add 48 and 14,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",62,Yes,52,No,512,No,11,No,10,450,51,460,41,501
ek.n.ib.en.ad.AN.147,Double Digit Addition - With Carry (Add),Add 65 and 28,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",93,Yes,83,No,813,No,52,No,10,720,41,730,31,761
ek.n.ib.en.ad.AN.148,Double Digit Addition - With Carry (Add),Add 44 and 36,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",80,Yes,70,No,710,No,16,No,10,630,64,640,54,694
ek.n.ib.en.ad.AN.149,Double Digit Addition - With Carry (Add),Add 47 and 37,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",84,Yes,74,No,714,No,55,No,10,630,29,640,19,659
ek.n.ib.en.ad.AN.150,Double Digit Addition - With Carry (Add),Add 59 and 35,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",94,Yes,84,No,814,No,46,No,10,720,48,730,38,768
ek.n.ib.en.ad.AN.151,Double Digit Addition - With Carry (Add),Add 16 and 56,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",72,Yes,62,No,612,No,71,No,10,540,1,550,9,541
ek.n.ib.en.ad.AN.152,Double Digit Addition - With Carry (Add),Add 78 and 16,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",94,Yes,84,No,814,No,35,No,10,720,59,730,49,779
ek.n.ib.en.ad.AN.153,Double Digit Addition - With Carry (Add),Add 65 and 25,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",90,Yes,80,No,810,No,32,No,10,720,58,730,48,778
ek.n.ib.en.ad.AN.154,Double Digit Addition - With Carry (Add),Add 29 and 66,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",95,Yes,85,No,815,No,80,No,10,720,15,730,5,735
ek.n.ib.en.ad.AN.155,Double Digit Addition - With Carry (Add),Add 73 and 18,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",91,Yes,81,No,811,No,30,No,10,720,61,730,51,781
ek.n.ib.en.ad.AN.156,Double Digit Addition - With Carry (Add),Add 55 and 17,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",72,Yes,62,No,612,No,51,No,10,540,21,550,11,561
ek.n.ib.en.ad.AN.157,Double Digit Addition - With Carry (Add),Add 36 and 45,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",81,Yes,71,No,711,No,76,No,10,630,5,640,5,635
ek.n.ib.en.ad.AN.158,Double Digit Addition - With Carry (Add),Add 31 and 19,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",50,Yes,40,No,410,No,10,No,10,360,40,370,30,400
ek.n.ib.en.ad.AN.159,Double Digit Addition - With Carry (Add),Add 12 and 69,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",81,Yes,71,No,711,No,24,No,10,630,57,640,47,687
ek.n.ib.en.ad.AN.160,Double Digit Addition - With Carry (Add),Add 24 and 58,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",82,Yes,72,No,712,No,89,No,10,630,7,640,17,623
ek.n.ib.en.ad.AN.161,Double Digit Addition - With Carry (Add),Add 12 and 19,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",31,Yes,21,No,211,No,55,No,10,180,24,190,34,156
ek.n.ib.en.ad.AN.162,Double Digit Addition - With Carry (Add),Add 17 and 28,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",45,Yes,35,No,315,No,33,No,10,270,12,280,2,282
ek.n.ib.en.ad.AN.163,Double Digit Addition - With Carry (Add),Add 54 and 28,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",82,Yes,72,No,712,No,28,No,10,630,54,640,44,684
ek.n.ib.en.ad.AN.164,Double Digit Addition - With Carry (Add),Add 15 and 75,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",90,Yes,80,No,810,No,13,No,10,720,77,730,67,797
ek.n.ib.en.ad.AN.165,Double Digit Addition - With Carry (Add),Add 66 and 27,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",93,Yes,83,No,813,No,53,No,10,720,40,730,30,760
ek.n.ib.en.ad.AN.166,Double Digit Addition - With Carry (Add),Add 68 and 19,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",87,Yes,77,No,717,No,35,No,10,630,52,640,42,682
ek.n.ib.en.ad.AN.167,Double Digit Addition - With Carry (Add),Add 33 and 29,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",62,Yes,52,No,512,No,23,No,10,450,39,460,29,489
ek.n.ib.en.ad.AN.168,Double Digit Addition - With Carry (Add),Add 37 and 49,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",86,Yes,76,No,716,No,44,No,10,630,42,640,32,672
ek.n.ib.en.ad.AN.169,Double Digit Addition - With Carry (Add),Add 42 and 48,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",90,Yes,80,No,810,No,78,No,10,720,12,730,2,732
ek.n.ib.en.ad.AN.170,Double Digit Addition - With Carry (Add),Add 27 and 23,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",50,Yes,40,No,410,No,30,No,10,360,20,370,10,380
ek.n.ib.en.ad.AN.171,Double Digit Addition - With Carry (Add),Add 78 and 12,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",90,Yes,80,No,810,No,89,No,10,720,1,730,9,721
ek.n.ib.en.ad.AN.172,Double Digit Addition - With Carry (Add),Add 37 and 46,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",83,Yes,73,No,713,No,34,No,10,630,49,640,39,679
ek.n.ib.en.ad.AN.173,Double Digit Addition - With Carry (Add),Add 24 and 16,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",40,Yes,30,No,310,No,99,No,10,270,59,280,69,211
ek.n.ib.en.ad.AN.174,Double Digit Addition - With Carry (Add),Add 59 and 16,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",75,Yes,65,No,615,No,93,No,10,540,18,550,28,522
ek.n.ib.en.ad.AN.175,Double Digit Addition - With Carry (Add),Add 68 and 15,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",83,Yes,73,No,713,No,33,No,10,630,50,640,40,680
ek.n.ib.en.ad.AN.176,Double Digit Addition - With Carry (Add),Add 56 and 39,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",95,Yes,85,No,815,No,81,No,10,720,14,730,4,734
ek.n.ib.en.ad.AO.1,Adding 0 (1-9) (Add),Add 7 and 0,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,EASY,"add, addition, sum",7,Yes,70,No,0,No,3,No,63,7,4,70,67,3
ek.n.ib.en.ad.AO.2,Adding 0 (1-9) (Add),Add 5 and 0,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,EASY,"add, addition, sum",5,Yes,50,No,0,No,7,No,45,5,2,50,43,7
ek.n.ib.en.ad.AO.3,Adding 0 (1-9) (Add),Add 6 and 0,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,EASY,"add, addition, sum",6,Yes,60,No,0,No,3,No,54,6,3,60,57,3
ek.n.ib.en.ad.AO.4,Adding 0 (1-9) (Add),Add 2 and 0,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,EASY,"add, addition, sum",2,Yes,20,No,0,No,3,No,18,2,1,20,17,3
ek.n.ib.en.ad.AO.5,Adding 0 (1-9) (Add),Add 9 and 0,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,EASY,"add, addition, sum",9,Yes,90,No,0,No,2,No,81,9,7,90,88,2
ek.n.ib.en.ad.AO.6,Adding 0 (1-9) (Add),Add 8 and 0,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,EASY,"add, addition, sum",8,Yes,80,No,0,No,5,No,72,8,3,80,75,5
ek.n.ib.en.ad.AO.7,Adding 0 (1-9) (Add),Add 4 and 0,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,EASY,"add, addition, sum",4,Yes,40,No,0,No,7,No,36,4,3,40,33,7
ek.n.ib.en.ad.AO.8,Adding 0 (1-9) (Add),Add 3 and 0,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,EASY,"add, addition, sum",3,Yes,30,No,0,No,2,No,27,3,1,30,28,2
ek.n.ib.en.ad.AO.9,Adding 0 (1-9) (Add),Add 1 and 0,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,EASY,"add, addition, sum",1,Yes,10,No,0,No,4,No,9,1,3,10,6,4
ek.n.ib.en.ad.AO.10,Adding 0 (1-9) (Add),Add 2 and 0,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,MEDIUM,"add, addition, sum",2,Yes,20,No,0,No,3,No,18,2,1,20,17,3
ek.n.ib.en.ad.AO.11,Adding 0 (1-9) (Add),Add 5 and 0,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,MEDIUM,"add, addition, sum",5,Yes,50,No,0,No,1,No,45,5,4,50,49,1
ek.n.ib.en.ad.AO.12,Adding 0 (1-9) (Add),Add 1 and 0,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,MEDIUM,"add, addition, sum",1,Yes,10,No,0,No,4,No,9,1,3,10,6,4
ek.n.ib.en.ad.AO.13,Adding 0 (1-9) (Add),Add 8 and 0,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,MEDIUM,"add, addition, sum",8,Yes,80,No,0,No,3,No,72,8,5,80,77,3
ek.n.ib.en.ad.AO.14,Adding 0 (1-9) (Add),Add 4 and 0,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,MEDIUM,"add, addition, sum",4,Yes,40,No,0,No,7,No,36,4,3,40,33,7
ek.n.ib.en.ad.AO.15,Adding 0 (1-9) (Add),Add 7 and 0,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,MEDIUM,"add, addition, sum",7,Yes,70,No,0,No,4,No,63,7,3,70,66,4
ek.n.ib.en.ad.AO.16,Adding 0 (1-9) (Add),Add 3 and 0,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,MEDIUM,"add, addition, sum",3,Yes,30,No,0,No,7,No,27,3,4,30,23,7
ek.n.ib.en.ad.AO.17,Adding 0 (1-9) (Add),Add 6 and 0,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,MEDIUM,"add, addition, sum",6,Yes,60,No,0,No,2,No,54,6,4,60,58,2
ek.n.ib.en.ad.AO.18,Adding 0 (1-9) (Add),Add 9 and 0,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,MEDIUM,"add, addition, sum",9,Yes,90,No,0,No,3,No,81,9,6,90,87,3
ek.n.ib.en.ad.AP.1,Adding 0 (10-99) (Add),Add 70 and 0,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",70,Yes,0,No,700,No,27,No,70,630,43,700,27,673
ek.n.ib.en.ad.AP.2,Adding 0 (10-99) (Add),Add 74 and 0,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",74,Yes,0,No,740,No,92,No,74,666,18,740,92,648
ek.n.ib.en.ad.AP.3,Adding 0 (10-99) (Add),Add 24 and 0,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",24,Yes,0,No,240,No,79,No,24,216,55,240,79,161
ek.n.ib.en.ad.AP.4,Adding 0 (10-99) (Add),Add 64 and 0,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",64,Yes,0,No,640,No,12,No,64,576,52,640,12,628
ek.n.ib.en.ad.AP.5,Adding 0 (10-99) (Add),Add 34 and 0,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",34,Yes,0,No,340,No,68,No,34,306,34,340,68,272
ek.n.ib.en.ad.AP.6,Adding 0 (10-99) (Add),Add 22 and 0,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",22,Yes,0,No,220,No,84,No,22,198,62,220,84,136
ek.n.ib.en.ad.AP.7,Adding 0 (10-99) (Add),Add 63 and 0,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",63,Yes,0,No,630,No,96,No,63,567,33,630,96,534
ek.n.ib.en.ad.AP.8,Adding 0 (10-99) (Add),Add 42 and 0,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",42,Yes,0,No,420,No,97,No,42,378,55,420,97,323
